##############################################################################
# Generated by SWASHES version 1.03.00, 2016-01-29
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 1 (=on a wet domain without friction (Stoker's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 10 meters
# Space step: 0.078125 meters
# Number of cells: 128
# Position of the dam: x=5 meters
# Time value: 6 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
0.0390625	    0.005	        0	        0	        0	    0.005	        0	        0	
0.117188	    0.005	        0	        0	        0	    0.005	        0	        0	
0.195312	    0.005	        0	        0	        0	    0.005	        0	        0	
0.273438	    0.005	        0	        0	        0	    0.005	        0	        0	
0.351562	    0.005	        0	        0	        0	    0.005	        0	        0	
0.429688	    0.005	        0	        0	        0	    0.005	        0	        0	
0.507812	    0.005	        0	        0	        0	    0.005	        0	        0	
0.585938	    0.005	        0	        0	        0	    0.005	        0	        0	
0.664062	    0.005	        0	        0	        0	    0.005	        0	        0	
0.742188	    0.005	        0	        0	        0	    0.005	        0	        0	
0.820312	    0.005	        0	        0	        0	    0.005	        0	        0	
0.898438	    0.005	        0	        0	        0	    0.005	        0	        0	
0.976562	    0.005	        0	        0	        0	    0.005	        0	        0	
1.05469	    0.005	        0	        0	        0	    0.005	        0	        0	
1.13281	    0.005	        0	        0	        0	    0.005	        0	        0	
1.21094	    0.005	        0	        0	        0	    0.005	        0	        0	
1.28906	    0.005	        0	        0	        0	    0.005	        0	        0	
1.36719	    0.005	        0	        0	        0	    0.005	        0	        0	
1.44531	    0.005	        0	        0	        0	    0.005	        0	        0	
1.52344	    0.005	        0	        0	        0	    0.005	        0	        0	
1.60156	    0.005	        0	        0	        0	    0.005	        0	        0	
1.67969	    0.005	        0	        0	        0	    0.005	        0	        0	
1.75781	    0.005	        0	        0	        0	    0.005	        0	        0	
1.83594	    0.005	        0	        0	        0	    0.005	        0	        0	
1.91406	    0.005	        0	        0	        0	    0.005	        0	        0	
1.99219	    0.005	        0	        0	        0	    0.005	        0	        0	
2.07031	    0.005	        0	        0	        0	    0.005	        0	        0	
2.14844	    0.005	        0	        0	        0	    0.005	        0	        0	
2.22656	    0.005	        0	        0	        0	    0.005	        0	        0	
2.30469	    0.005	        0	        0	        0	    0.005	        0	        0	
2.38281	    0.005	        0	        0	        0	    0.005	        0	        0	
2.46094	    0.005	        0	        0	        0	    0.005	        0	        0	
2.53906	    0.005	        0	        0	        0	    0.005	        0	        0	
